text,label,corpus_code
"It complements other Liberal commitments to green our economy, such as the Renewable Power Production Incentive that will more than double the non-emitting energy sources available to Canadians,",0,62420_200810
"Instead, the Conservative Government will direct resources to measures that will actually reduce the number of guns on Canadian streets, including investment in better enforcement at our borders.",2,62623_200810
"Refused to provide funding for urban transit and for rural transportation infrastructure, even as he collected billions per year in gas taxes as finance minister.",0,62320_200406
d) Provide strategic climate change program funding for water conservation on the basis that water conservation results in energy savings and reduced greenhouse gas emissions;,0,62110_200810
It’s about a transformative new partnership.,0,62420_200406
Reduce the federal government’s debt ratio to 25% within a decade.,2,62420_200406
The Green Party understands the need for greater corporate accountability and the lack of legal provisions that allow civil actions against the big polluters in Canada.,0,62110_200810
Green Party MPs will: Work in cooperation with provincial and municipal authorities to find ways to expand the scope of product responsibility programs where manufacturers are responsible for the entire lifespan of their products including recycling it at the end of its usefulness.,0,62110_200810
"Continuing work in multilateral arms reduction treaties to reduce and eventually eliminate chemical, biological and nuclear weapons, which are safe in no one’s hands.",1,62320_200406
* Shift from intervention fisheries management practices to terminal fisheries.,0,62110_200810
Canadians are also a global people.,2,62320_200406
Canada needs health care reform that delivers tangible results.,1,62420_200406
"A Liberal government will aggressively promote a much more effective international management regime, particularly for fish stocks that straddle the 200-mile limit.",2,62420_200601
"The Green Party is about shifting - shifting mind sets, shifting taxes, shifting emphasis in trade from a failed free trade model to a proven fair trade model and it is about shifting emphasis from global to local development because we recognize the limitations of fossil fuel for global trade and transportation and the need for local and community participation to achieve sustainable communities.",0,62110_200810
The Green Party seeks security procedures that provide rigorous standards of procedural fairness and allow meaningful defences for all detainees.,2,62110_200810
"Despite the hope for the future envisioned in the recommendations of the report of the Royal Commission on Aboriginal Peoples, Liberal policy about Original Peoples has been bogged down in endless processes that go nowhere.",2,62320_200601
Cracking down on cheque-cashing companies that are moving into the poor neighbourhoods abandoned by the banks.,1,62320_200406
A Liberal government will: Commit up to $1 billion of new resources over the next five years to help implement the strategy jointly with provinces.,0,62420_200406
Amend the Canadian Human Rights Act to include gender identity and gender expression and identity among the prohibited grounds for discrimination.,2,62320_200810
"In addition to the significant tax measures already described, every rural Canadian tax filer will receive up front, each year, an annual Green Rural Credit of $150.",0,62420_200810
2) Improve Our Chronic Care System,1,62110_200810
– Raising the federal contribution to health human resource planning with provinces and territories to increase the number of residency places in family medicine and public health.,0,62420_200601
"education and meaningful work,",1,62110_200810
The legislation will provide for the Commissioner to be appointed by Parliament with the consent of Opposition parties.,1,62623_200406
"Raise the threshold for the small business tax rate from $300,000 to $400,000,",1,62623_200601
"While other laws such as the Hazardous Products Act (HPA) and the Food and Drugs Act (FDA) can sometimes be used to regulate such products, these laws are inadequate in addressing the human health and environmental risks.",0,62110_200810
Emphasize climate change solutions and adaptation strategies.,0,62320_200810
"Combat identity theft and control online computer fraud against innocent consumers and seniors, including spamming and “phishing”.",2,62320_200810
Keep governments accountable for their promises and obligations by appointing a Parliamentary Commissioner to use international and mutually-acceptable standards as the basis for regular public report cards on government conduct.,1,62320_200601
* Address inter-provincial/territorial and international water-related concerns by demanding that government:,0,62110_200810
Created a new agency to accelerate the process of continuous improvement in the nonpartisan public service.,0,62420_200406
"These tax cuts will allow Canadians to keep more of the money they earn,",2,62420_200810
People with disabilities are more likely to be unemployed or working on the margins.,1,62420_200601
"Relations with the United States – The government is determined to forge a more sophisticated relationship with Canada’s closest friend, ally and economic partner.",0,62420_200406
"and to preserve Canada’s sovereignty, notably in the high Arctic.",0,62420_200601
A Liberal government will work to ensure that we do.,2,62420_200601
Create a new offence for possession of precursors for the purpose of meth production.,2,62320_200601
Our plan's budgeting is based on the revenue projections in Budget 2008.,2,62623_200810
"the $1 billion Advanced Manufacturing and Prosperity (AMP) Fund that will stimulate green manufacturing,",0,62420_200810
Those who post bail need to be held accountable if the accused does not show up in court.,2,62110_200810
"We will provide new resources to help to assess, train and place international medical graduates who wish to work in Canada in family medicine.",1,62420_200601
"The level of the payment will be regionally set at a level above poverty, but at a bare subsistence level to encourage additional income generation.",0,62110_200810
It won’t be easy.,2,62110_200810
"Many Canadians see a disconnect between the severity of the crime, the length of prison sentences and the availability of parole.",2,62110_200810
Redesigning federal government programs to improve small business access to venture capital.,1,62320_200601
The federal government’s disengagement in the 1990s was a monumental mistake.,0,62320_200601
Take-home pay of Canadians has been nearly stagnant for a decade.,0,62623_200601
"Since the next president of the United States, be he a Republican or Democrat, has already committed to pricing carbon, this will likely not impact our largest trading partner.",0,62420_200810
. . . It’s a breach of faith.,0,62420_200601
Adopt Germany’s system of mandatory recycling and “design for recycling”.,1,62110_200810
"Most Canadians’ experience their government at the level where it collects their recycling, runs their buses and provides their water.",0,62110_200810
To make Canada truly accessible and inclusive requires a national effort to provide supports and services.,0,62420_200601
The ice bounces back the sun’s rays (the albedo effect).,0,62110_200810
"On April 19, the Prime Minister and 26 cabinet ministers met with senior members of the Aboriginal community to set an agenda for action, one that will bring improved results and strong accountability.",0,62420_200406
while securing an enhanced quality of life in rural Canada.,0,62420_200601
"In the 21st century, we can’t disconnect problems.",1,62320_200406
"Disputes over softwood lumber, agriculture, and fishing rights just never seem to get resolved.",0,62623_200601
"Canada is a middle power in the world community, but we have not been short of influence and ambition, nor weak of resolve.",2,62420_200406
Debt reduction is treated as an afterthought – what to do with money that the Liberals can’t spend fast enough.,2,62623_200406
"People from the Original Nations of Canada can and do make prominent contributions to a better Canada and a better world: in the arts, media, science, government, business, health and education.",2,62320_200601
"Scientists are increasingly talking about climate as being less a dial, than a switch.",0,62110_200810
"We will prohibit conditional sentences for child sex offences, to ensure that all of those charged with these offences will serve prison time and be removed from the community.",2,62623_200406
Prevent legal intimidation of ordinary people by limiting the rights of corporations to sue groups and individuals only for actual loss.,1,62110_200810
"As former Foreign Affairs Minister John Manley has said, “You can't just sit at the G8 table and then, when the bill comes, go to the washroom.”",2,62623_200406
The Registered Retirement Savings Plan is a very popular savings and investment option for many Canadians.,2,62623_200406
"Thanks to this loophole, some MPs have accumulated large, secret trust funds.",0,62623_200601
Countries where Greens have served in government are the countries creating new high-paying jobs,0,62110_200810
"The US rate flattens out for incomes above US$336,000 at 35 percent).",0,62110_200810
supported by ecological health.,0,62110_200810
while maintaining Canadians’ traditional commitments to justice and the rule of law.,2,62110_200810
Ensuring gender equality will be a common theme cutting across all five sectors.,0,62420_200601
A fundamental obligation of government is the protection of public safety.,2,62110_200810
A Liberal government will dedicate $100 million – fully half the funding required by the World Health Organization to provide the technical support for the WHO’s “3 by 5” plan.,1,62420_200406
"We opposed the arbitrary, secretive and restrictive measures of the legislation and continue to do so.",1,62320_200810
"Industry Canada’s Network for Women Entrepreneurs in Ontario provides web portal access to a wealth of business information for women, in addition to personalized mentoring services.",1,62420_200601
"Recognizing the fundamental differences that constitute Quebec being a nation within Canada and working with Quebec to obtain common objectives with equitable outcomes, with the option of Quebec opting out of new federal programs with compensation to pursue common objectives and standards in a provincial program.",0,62320_200406
* Prohibit the export of fissionable nuclear material.,1,62110_200810
"Fund energy retrofits for museums, universities, schools and Hospitals.",0,62110_200810
"As a first step, a re-elected Conservative Government will launch a Joint Force Land and Marine Border Patrol Pilot Project with the Customs and Border Services Agency and the RCMP to patrol unguarded U.S. road and marine crossings to Canada in Quebec.",2,62623_200810
A Conservative government will set fixed election dates every four years.,1,62623_200406
"A Liberal government will take the steps necessary to put Canadians at the forefront of technological development, leading the way to solutions to global challenges.",0,62420_200601
– Canada’s North is at a critical juncture.,0,62420_200601
We will make importers responsible for costs of inspecting and ensuring the safety of their products.,1,62320_200810
"and relocation of their communities due to the melting of permafrost,",0,62110_200810
And we will ensure that it benefits more families by phasing it out more slowly.,1,62420_200810
The Green Party of Canada will maintain breadth and flexibility in its economic calculations.,0,62110_200810
"and the rights of women,",0,62110_200810
All of these are municipal responsibilities,2,62110_200810
Canadians overwhelmingly called on the federal government to immediately eliminate this legal loophole.,2,62623_200406
"That relationship must be built at many levels: federal government to federal government, as well as federal government to civil society, and other levels of government.",0,62110_200810
Lower debt charges have permitted significant and steady tax cuts.,2,62420_200601
public health emergencies (such as the SARS outbreak) or other public emergencies such as last summer’s electricity blackout in Ontario.,2,62420_200406
"It will: Work cooperatively with all stakeholders towards meeting 35 percent of Canada’s energy needs with renewable energy by 2020, including hard targets for renewable fuels, biomass, wind power and other renewables.",0,62320_200810
On smog alert days our emergency wards are packed.,1,62110_200810
"A Conservative government will pick up the ball this government has dropped and establish a new relationship with the provinces, while clarifying the roles of both levels of government.",0,62623_200406
"Liberal programs to support infrastructure; to assist small businesses; to fund environmental clean-up; and the on-going activities of the Department of National Defence and of departments such as Agriculture and Agri-Food Canada, Fisheries and Oceans Canada, and Natural Resources Canada, among others, all contribute to regional development.",0,62420_200601
"A Conservative government, in consultation with the provinces and aboriginals, will support the principle of allowing parents to choose which schooling they want for their children, with funding following the students.",1,62623_200406
"In 1996 the Green Party of Canada became the first federal party to officially support the inclusion of same-sex couples in civil marriage, and we are pleased that this issue is now settled.",0,62110_200810
"In Sweden, it has been projected that carbon dioxide emissions were reduced in 2000 by 20-25 per cent more than would have been the case through other policies.",0,62420_200810
"It’s time for a bold plan based on Kyoto’s targets and time frames, using Kyoto as a trigger for transformation and recognizing that, as with calculators and computers, the more new technology is used and sold, the cheaper it becomes.",0,62320_200406
"In addition to promoting free trade, we should examine deepening the NAFTA relationship to harmonize tariffs and eliminate rules of origin, enhance environmentaland labour standards, and cooperate on common security issues.",2,62623_200406
"As the price of climate pollution increases, these bonds will close the price gap so that the development of renewable energy is price competitive with the development of fossil fuel resources.",0,62320_200810
We will build towards the 10-year goal of the One Percent Solution – with one percent of federal spending allocated for truly affordable housing.,1,62320_200810
"In addition, the government will work with the provinces and professional associations to determine an appropriately expanded role for nurse practitioners and other health care professionals to reduce the load on doctors in frontline care.",1,62420_200406
"we must invest more in education and training,",0,62320_200810
"In Canada today, there are over two million children under the age of six.",0,62420_200601
"There are six major east-west routes for shipping through Arctic islands in Canadian territory,",2,62110_200810
Working with provinces and territories to help attract and retain immigrants to maintain labour force and population objectives.,1,62320_200406
Climate change is the number one issue on Canadians’ minds and the biggest crisis facing our planet.,0,62110_200810
"Amending the current immigration laws, which currently bar most immigrants that would have been admitted during the Trudeau era.",0,62320_200406
Canada’s national rail systems are in decline.,0,62110_200810
"With cleaner air, cleaner water, better use of nature’s bounty and concerted action on climate change, Canada will be more competitive in a future global economy that must make the transition to sustainability.",0,62420_200601
"We will accelerate and deepen the currently planned corporate tax cuts, reducing the general corporate tax rate by an additional one per cent within four years.",2,62420_200810
The time has come to take bolder steps to prevent and cope with this major source of suffering and disability.,1,62420_200601
Canada is regarded internationally as a progressive country with a binding set of values.,2,62420_200406
Support a national research agenda through the Canadian Institutes for Health Research for the development of future wait time benchmarks and for research on the management of wait times and better patient-centred access.,0,62420_200601
"A Conservative government will allow Parliament to review and ratify important appointments, such as Officers of Parliament, Supreme Court Justices, and heads of major Crown corporations and agencies.",1,62623_200406
"We will also expand programmes in reproductive rights and education to avoid unwanted pregnancies,",0,62110_200810
"ensuring (through contractual agreements) that the funding is not used in ways that encourage urban sprawl, but instead to reduce sprawl and greenhouse gas emissions, conserve electricity and water, increase densification, expand convenient, safe, reliable and affordable public transit, and build cycling and walking paths.",0,62110_200810
This leads to greater worker and family stress.,1,62110_200810
"Nevertheless, governments will need to spend more in the years ahead to achieve Canadians’ health care goals.",1,62420_200406
The abolition of the program should be phased in to protect students currently receiving Millennium Scholarships.,1,62320_200406
"Working with like-minded countries throughout the world to negotiate a fair trade agreement that respects existing environmental, social and labour treaties.",0,62320_200406
Each policy has been examined through the following lenses:,2,62110_200810
"Develop renewable energy sources so that by 2040, wind energy production reaches 50 GW, solar PV 25 GW, ocean energy 12 GW, geothermal 25 GW.",0,62110_200810
"We treasure our country’s great wilderness, its forests, rivers and lakes.",0,62320_200406
a) Replace federal guidelines for drinking water quality with binding national standards that secure clean drinking water and human health;,1,62110_200810
All ten provinces have now signed agreements with the federal government based on a nationally shared vision.,2,62420_200601
and the feasibility of establishing a national PharmaCare Program that ensures that effective pharmaceuticals are available to all Canadians who need them.,0,62110_200810
We will ensure that offenders who are released into our communities are held accountable.,2,62110_200810
"Jack Layton and Canada’s NDP will respect equality by: Working with the provincial and territorial governments to set up a single income support mechanism for persons with disabilities, including a system of national disability supports.",0,62320_200406
"The Conservative Government is investing $1.5 billion over the next seven years in the production of biofuels,",0,62623_200810
Some banks are agitating to merge saying even larger financial organization is needed to compete in the global marketplace.,1,62110_200810
Working with progressive legislators and organizations in the United States and Mexico to achieve these reforms.,0,62320_200406
Protect the right of Afghanis to maintain the control over and the right to ownership of their resources and infrastructure and oppose privatization of natural resources in Afghanistan as part of reconstruction programs.,1,62110_200810
“Revenue neutral” means that the federal government does not increase its revenues through a new tax.,2,62420_200810
"Investments in child care and early learning are also smart because they help to level the playing field for those disadvantaged by birth or background, and because they set our youngest on the path to lifelong achievement.",0,62420_200406
Estimated annual cost in year four: $350 million.,1,62420_200810
"Allow the Auditor General to “follow the money” to end recipients by providing her with the statutory authority to conduct audits of the records, documents, and accounts of any individual, institution, or company that receives grants, contributions, or transfers under an agreement with the Government of Canada.",0,62623_200601
A Liberal government will build on its substantial set of existing financial and program commitments to ensure that the New Deal becomes a central component of our strategy to secure Canada’s success.,2,62420_200601
– Establishing a forum with film distributors to agree on targets and a strategy to screen and distribute domestic films in Canada.,0,62320_200601
The Canadian Arctic is a stunningly beautiful environment.,2,62110_200810
Restore funding for critical food safety testing and new produce approvals processes,1,62110_200810
Paul Martin and the Liberals have: Been consistently vague on Kyoto and made the environment ministry the target of some of the largest cuts to pay for tax reductions for oil and coal companies.,2,62320_200406
"The incentive to illegal, under-the table, economies is vastly reduced, although not entirely eliminated.",0,62110_200810
"Life expectancy has increased by more than a third, to 63 years.",1,62420_200601
The bottom line is: a tonne of carbon reduced in India or China or Malaysia is just as valuable in protecting Canadians from the dangerous impacts of climate change as a tonne reduced in Canada.,1,62110_200810
"We will phase out the “ever-greening” of patent drugs, no longer allowing large pharmaceutical corporations to continually renew their patents with little or no control.",1,62320_200810
Provide funding for developing and supporting renewable energy programs.,0,62320_200810
"Reduce worker injuries,",1,62320_200810
Freezing immigration fees to prevent gouging those who seek to make Canada their home and allowing immigration fees to be used as credit towards education and skills training in Canada.,0,62320_200406
"Canada depends on cities and communities that can attract the best talent and compete for investments as vibrant centers of commerce, learning and culture.",0,62420_200406
Canada also lagged behind in the effectiveness of regulations covering toxic and chemical waste.,0,62110_200810
"As part of those discussions, a Conservative government will propose that the federal government assume direct responsibility for the catastrophic drug plan in the Accord.",0,62623_200406
"For example, Sheila Copps, a former Deputy Prime Minister, was defeated by one of Paul Martin’s cabinet supporters in a nomination race that left many questions about its fairness.",0,62623_200406
Recover unpaid loans and outstanding taxes from corporations that are doing business with the federal government by deducting such debts from the contract payments.,0,62320_200810
It is part of how we Canadians define ourselves.,2,62420_200601
Ensure that whistleblowers have access to the courts and that they are provided with adequate legal counsel.,1,62623_200601
"All Aboriginal communities to have, by 2008, clean water and adequate housing.",1,62420_200406
"Setting out to develop a strategy with provinces and territories to ensure universal, high quality early childhood education and care in every region of Canada within a decade.",1,62320_200406
The gap between the prime rate and most credit cards is now 14.5 points.,2,62320_200406
"e) Supports local food economies by enabling local areas, without industrial scale agriculture, to develop area-specific food safety regulations meeting national standards without placing undue financial burdens on local farmers and food processors;",0,62110_200810
"the wood and paper products industries directly employ over 350,000 people and generate over $58 billion in sales annually – more than half our annual trade surplus.",0,62110_200810
